,Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,VideoAmt,PhotoAmt,DesSem,DesSemCat,NameSem,NameSemCat,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT,AdoptionSpeed,Breed1_name,Breed2_name,Mixed,BreedName
6680,1,1,2,1,0,0,2,2,1,1,1,1,0,41326,0,1,0.195833333,1,0,0,114,16,1.3,6,77,78,166,640,640,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6681,1,2,1,2,7,0,1,1,3,3,1,1,0,41401,0,5,0.087410714,1,0,0,53,11,1.2,45,74,53,157,292,373,0,Jack_Russell_Terrier,No_Breed,FALSE,Jack_Russell_Terrier
6682,1,2,1,1,4,7,2,1,2,2,2,1,0,41401,0,4,0.125,1,0,0,70,8,1.8,40,52,78,134,407,479,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6683,1,0,1,2,7,0,2,2,2,2,2,1,0,41401,0,12,0.325520833,1,0,0,30,5,3.1,113,84,57,136,316,383,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6684,1,0,2,1,2,7,2,2,2,1,2,1,0,41326,0,4,0,0,0,0,2,1,0,40,18,59,143,362,450,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6685,1,0,2,1,7,0,2,1,3,3,3,1,0,41326,0,1,0.323544974,1,0,0,42,10,2,10,15,54,106,258,399,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6686,1,2,1,1,0,0,3,1,1,1,1,1,25,41326,0,3,0.691666667,1,0,0,70,13,1.3,27,38,140,119,422,474,0,Rottweiler,No_Breed,FALSE,Rottweiler
6687,2,0,2,1,6,7,1,1,2,2,2,1,0,41330,0,5,0.181776953,1,0,0,181,33,3,50,55,85,121,584,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6688,1,2,1,1,0,0,2,2,1,1,2,1,0,41401,0,1,0.259272727,1,0,0,46,9,1.1,7,40,26,118,400,300,1,English_Bulldog,No_Breed,FALSE,English_Bulldog
6689,1,2,2,2,0,0,2,2,1,1,2,1,0,41401,0,1,0.186443452,1,0,0,220,34,-2.6,10,9,202,115,640,480,1,Siberian_Husky,No_Breed,FALSE,Siberian_Husky
6690,2,0,1,1,2,0,3,3,2,2,2,1,5,41326,0,6,0.5,1,0,0,2,0,0.5,60,27,62,119,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6691,1,0,2,2,7,0,2,2,2,2,2,1,0,41326,0,3,0.177272727,1,0,0,90,17,2.5,29,11,77,137,516,399,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6692,2,0,2,1,7,0,2,1,2,1,2,1,0,41326,0,1,0,0,0,0,-1,-1,-1,10,36,68,131,400,300,0,Tabby,No_Breed,FALSE,Tabby
6693,1,0,2,2,0,0,2,1,1,1,2,1,0,41326,0,10,0.270959596,1,-0.1875,-1,138,25,4.2,85,28,76,123,528,556,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6694,2,2,2,2,7,0,2,1,3,3,2,1,0,41326,0,3,0.375,1,0,0,13,5,0.9,30,39,54,128,320,399,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6695,1,0,2,5,7,0,2,1,1,1,1,1,0,41401,0,5,0.44765625,1,0,0,28,9,1.3,49,31,72,95,399,225,0,Labrador_Retriever,Terrier,FALSE,Labrador_Retriever
6696,2,0,1,1,0,0,2,1,1,1,2,1,0,41401,0,5,0.214718615,1,0,0,60,10,1.1,47,36,31,127,528,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6697,1,1,2,5,7,0,1,2,1,1,2,1,0,41401,1,5,0.107739483,1,0,0,359,56,4.7,50,102,73,107,273,480,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
6698,1,1,1,1,5,7,2,2,2,2,2,1,0,41326,0,2,0.068613485,1,0,0,97,15,0.1,18,94,29,133,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6699,1,2,1,1,6,0,1,1,3,3,2,1,0,41326,0,3,0.16,1,0,0,55,13,0.9,30,25,61,100,266,293,0,Schnauzer,No_Breed,FALSE,Schnauzer
6700,1,2,2,1,7,0,2,3,1,1,1,1,0,41326,0,14,-0.001190476,-1,0,0,110,26,0.8,127,75,89,115,321,368,1,Border_Collie,Mixed_Breed,TRUE,Border_Collie__Mixed_Breed
6701,2,2,2,1,2,7,2,1,2,2,2,1,0,41401,0,1,0.341666667,1,0,0,25,4,0.7,10,23,73,91,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6702,2,2,2,7,0,0,2,1,1,1,1,1,0,41326,0,1,0.283333333,1,0,0,40,7,1.3,9,14,83,137,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6703,1,2,2,1,2,0,1,2,3,3,3,1,0,41326,0,5,0,0,0,0,2,1,0,50,34,86,96,640,360,0,Corgi,Dachshund,FALSE,Corgi
6704,1,0,1,2,7,0,2,2,2,1,2,1,0,41326,0,5,0,0,0,0,3,2,0,50,13,138,116,270,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6705,1,0,2,1,4,7,2,1,1,1,2,1,0,41326,0,5,0.053125,1,0,0,59,14,1.9,47,28,92,133,381,348,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6706,2,2,2,1,2,4,2,2,2,1,1,1,20,41401,0,1,0.041819547,1,0,0,789,111,1.3,10,62,48,125,400,240,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6707,2,2,2,4,6,7,3,2,2,2,2,1,0,41326,0,2,0.25,1,0,0,-1,-1,-1,13,58,77,125,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6708,2,0,1,2,3,0,2,2,2,2,2,1,0,41326,0,4,0.147222222,1,0,0,89,12,1.2,36,24,151,130,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6709,1,2,2,2,7,0,1,2,1,1,1,1,0,41326,0,2,0.11780303,1,0,0,108,20,4.5,15,28,98,141,480,453,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6710,1,0,2,1,5,7,2,1,1,1,3,1,10,41327,0,1,0.18125,1,0,0,13,4,1.8,10,12,48,110,337,399,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6711,1,0,1,1,0,0,2,1,2,2,2,1,0,41326,0,1,0.316666667,1,0,0,64,14,1,10,37,106,147,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6712,1,1,2,2,7,0,2,1,1,1,1,1,5,41326,0,2,0.429761905,1,0,0,23,7,1.4,20,25,76,148,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6713,2,0,2,1,2,5,2,2,2,1,2,1,0,41326,0,0,0.120833333,1,0,0,36,6,2.9,0,-1,-1,-1,-1,-1,1,Tabby,Mixed_Breed,TRUE,Tabby__Mixed_Breed
6714,2,0,1,1,0,0,2,1,2,2,2,2,0,41326,0,4,0.061111111,1,0,0,38,9,1.5,37,98,77,125,356,268,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6715,2,0,1,7,0,0,2,2,2,2,2,1,0,41401,0,1,0,0,0,0,6,0,0,10,141,63,141,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6716,1,1,2,1,5,7,1,3,1,1,2,1,25,41326,0,3,0.193308081,1,0,0,95,14,1.2,30,21,131,160,344,357,0,Pomeranian,Pekingese,FALSE,Pomeranian
6717,1,1,1,6,0,0,2,1,3,3,3,1,0,41326,0,0,0.197666667,1,0,0,41,7,1.2,0,-1,-1,-1,-1,-1,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6718,1,0,1,1,2,0,1,2,2,2,2,1,25,41326,0,2,0,0,0,0,39,12,0.3,20,23,77,107,225,300,0,Poodle,Schnauzer,FALSE,Poodle
6719,1,0,2,1,7,0,2,2,1,3,3,1,0,41326,0,5,0.1625,1,0,0,51,8,1.5,41,48,74,144,340,360,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6720,1,0,2,1,2,0,1,2,1,1,1,1,0,41330,1,5,0.065277778,1,-0.1875,-1,66,14,2.5,44,116,46,109,500,420,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6721,1,2,2,1,0,0,1,1,1,1,2,1,0,41330,0,0,0.1,1,0,0,10,3,0.1,0,-1,-1,-1,-1,-1,0,Schnauzer,Schnauzer,FALSE,Schnauzer
6722,2,0,1,1,7,0,1,1,1,1,1,1,0,41401,0,2,0.65,1,0,0,5,0,0.9,20,26,79,161,392,342,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6723,2,0,2,7,0,0,2,1,2,1,2,1,0,41401,0,4,0.167989418,1,0,0,143,26,3.4,38,65,30,131,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6724,1,2,1,3,0,0,2,2,1,1,2,1,0,41401,0,4,0.11962963,1,0,0,113,14,1.1,40,44,121,130,529,480,0,Golden_Retriever,No_Breed,FALSE,Golden_Retriever
6725,1,1,1,3,5,0,2,3,3,3,3,1,25,41326,0,5,0.4,1,0,0,18,4,-0.2,50,32,86,147,360,340,0,Poodle,Poodle,FALSE,Poodle
6726,1,0,2,1,0,0,2,2,1,1,2,1,0,41326,0,0,0.155555556,1,0,0,16,3,1.4,0,-1,-1,-1,-1,-1,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6727,2,0,2,6,0,0,2,2,2,2,2,1,0,41326,0,2,0.245670996,1,0,0,44,6,-0.2,20,38,32,129,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6728,2,0,2,6,7,0,1,1,2,2,2,1,0,41326,0,3,-0.057777778,-1,0,0,20,3,0.7,28,61,78,136,328,400,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6729,2,0,1,1,6,7,1,1,3,3,3,1,0,41401,0,2,0,0,0,0,31,4,0.5,20,42,24,116,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6730,2,0,1,1,7,0,2,2,2,1,2,1,5,41326,0,5,0.090868687,1,-0.083333333,-1,106,19,1.9,46,62,84,159,360,340,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6731,2,0,1,1,7,0,2,1,2,2,1,1,0,41326,0,5,0.222222222,1,0,0,23,3,0.7,44,26,89,115,319,379,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6732,2,0,1,1,7,0,2,2,2,1,2,1,0,41326,0,5,0.283333333,1,-0.083333333,-1,8,2,0.2,37,44,83,132,380,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6733,2,1,1,1,7,0,2,1,2,2,2,1,10,41326,0,2,0.261515152,1,0,0,108,21,4.3,20,52,36,131,400,300,1,Mixed_Breed,Burmese,TRUE,Mixed_Breed__Burmese
6734,2,0,1,3,0,0,1,1,2,1,2,2,0,41336,0,2,0.0875,1,0,0,28,4,0.2,20,13,77,166,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6735,1,0,2,2,0,0,2,1,3,3,2,1,0,41326,0,2,0.425,1,0,0,22,4,1.1,19,16,113,152,455,426,1,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
6736,1,0,2,2,0,0,2,1,2,2,2,1,0,41326,0,3,-0.133333333,-1,0,0,26,7,1.7,30,67,61,139,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6737,1,0,2,1,2,0,2,2,2,1,2,1,0,41401,0,4,0,0,0,0,11,2,-0.4,40,92,77,114,325,375,1,German_Shepherd_Dog,Miniature_Pinscher,FALSE,German_Shepherd_Dog
6738,1,0,1,5,0,0,2,1,1,1,2,1,15,41401,0,13,0.224537037,1,0,0,46,7,0.9,127,19,60,154,382,323,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6739,1,2,1,1,6,0,2,3,1,1,2,1,0,41332,0,2,0,0,0,0,3,2,0.1,20,67,84,148,555,502,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
6740,2,2,2,1,2,6,2,2,3,3,2,1,0,41401,0,2,0.110416667,1,0,0,66,11,1.3,20,19,82,112,396,480,1,Persian,Mixed_Breed,TRUE,Persian__Mixed_Breed
6741,1,0,1,2,0,0,2,2,1,1,2,1,0,41326,0,1,0,0,0,0,2,1,0,10,23,91,119,225,400,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6742,2,0,2,3,7,0,2,2,2,2,2,1,0,41336,0,1,0.2234375,1,0,0,21,6,1.2,10,46,87,191,400,286,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6743,1,0,2,1,2,0,2,1,3,3,3,1,0,41326,0,2,0.425,1,0,0,13,3,0.8,18,23,94,135,402,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6744,2,0,1,7,0,0,1,2,2,2,2,1,0,41401,0,0,0.018181818,1,0,0,30,5,0.3,0,-1,-1,-1,-1,-1,0,Persian,No_Breed,FALSE,Persian
6745,1,1,1,3,5,0,2,1,1,1,2,1,0,41326,0,3,0.255,1,0,0,51,10,0.7,30,17,73,107,400,300,0,Terrier,Mixed_Breed,TRUE,Terrier__Mixed_Breed
6746,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,1,0,0,0,0,2,1,0,10,39,56,143,300,400,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6747,1,0,2,1,2,0,2,2,1,1,2,1,0,41326,0,2,0.261111111,1,0,0,45,6,1,20,19,109,148,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6748,1,0,1,2,7,0,2,1,1,1,2,1,0,41401,0,3,0.006666667,1,0,0,39,10,0.9,29,34,78,133,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6749,1,0,2,2,5,0,2,1,2,2,2,1,0,41326,0,8,0.105921053,1,0,0,199,40,2.1,76,38,53,118,400,300,0,Collie,Mixed_Breed,TRUE,Collie__Mixed_Breed
6750,1,2,2,2,5,7,2,2,1,1,2,1,25,41401,0,2,0.2625,1,0,0,63,10,2,20,67,46,117,400,225,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
6751,2,0,2,3,4,7,1,1,2,2,2,1,0,41401,0,6,0.199713542,1,0,0,166,32,1.5,55,77,91,156,406,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6752,2,0,1,2,7,0,1,2,2,1,2,1,0,41325,0,5,0.308333333,1,0,0,64,15,0.3,49,39,86,141,496,328,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6753,1,2,1,1,2,0,4,1,1,1,2,1,0,41326,0,1,0.232265512,1,0,0,278,54,4.6,10,31,85,133,385,400,1,German_Shepherd_Dog,No_Breed,FALSE,German_Shepherd_Dog
6754,1,2,2,1,7,0,2,1,2,2,2,1,2,41327,0,1,0.125,1,0,0,25,4,0,10,114,30,184,283,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6755,1,2,2,2,3,0,2,2,1,1,1,1,0,41326,0,2,0.410416667,1,0,0,37,5,0.9,16,21,88,89,455,559,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6756,2,0,1,1,2,0,2,1,1,1,1,1,10,41401,0,1,0.255681818,1,0,0,9,2,0.7,10,56,72,118,266,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6757,1,0,2,1,2,0,2,2,1,1,2,1,0,41326,0,3,0,0,0,0,2,1,0,28,15,71,138,225,400,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6758,1,0,2,2,0,0,2,1,1,1,2,1,0,41401,0,4,0.5,1,0,0,10,4,0,36,18,109,165,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6759,1,0,2,2,7,0,2,1,1,1,1,1,0,41330,0,9,0.282007576,1,0,0,76,11,0.8,79,44,57,148,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6760,1,0,2,2,0,0,3,2,3,3,2,1,0,41326,0,1,0.425,1,0,0,21,4,0.9,10,128,132,210,368,479,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6761,2,0,2,4,0,0,2,2,2,1,2,1,0,41326,0,3,0.231818182,1,0,0,46,10,0.4,30,37,62,142,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6762,1,0,2,1,2,0,2,1,3,3,2,1,0,41326,0,3,0.375,1,0,0,21,4,0.9,30,61,126,167,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6763,1,0,1,4,0,0,1,1,1,1,3,1,0,41401,0,2,0.5,1,0,0,37,7,0.1,16,28,114,123,300,400,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6764,1,0,1,2,4,0,2,1,1,1,2,1,10,41326,0,3,0,0,0,0,5,1,0.5,30,12,70,145,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6765,1,0,2,1,2,0,2,1,2,1,2,1,0,41326,0,5,-0.145,-1,0,0,51,15,-1.5,44,18,61,113,365,291,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6766,2,2,1,1,2,7,2,1,1,1,2,1,0,41401,0,4,0.188020833,1,0,0,68,15,1.9,40,32,49,130,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6767,2,0,2,1,0,0,3,3,2,1,3,1,0,41326,0,4,0.35,1,0,0,-1,-1,-1,39,39,17,116,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6768,2,0,1,6,7,0,2,1,2,2,2,2,0,41326,0,2,0.218154762,1,0,0,145,17,4.1,19,18,67,140,300,400,1,Bobtail,Singapura,FALSE,Bobtail
6769,1,0,1,4,5,0,2,1,1,1,1,1,0,41401,0,10,0.343333333,1,0,0,60,9,1.7,90,48,51,126,370,330,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6770,2,2,1,5,0,0,2,2,1,3,2,1,0,41401,0,1,0.7,1,0,0,17,2,0,10,17,158,182,400,300,1,Persian,Siamese,FALSE,Persian
6771,2,0,1,1,2,6,2,1,1,1,2,1,0,41326,0,6,0.16585044,1,0,0,232,30,3,57,36,82,113,453,479,1,Tabby,No_Breed,FALSE,Tabby
6772,1,1,2,1,2,0,3,1,1,1,1,1,25,41326,0,7,0.074155012,1,0,0,290,49,0.8,70,86,91,127,371,371,1,Rottweiler,No_Breed,FALSE,Rottweiler
6773,2,0,2,3,7,0,2,2,2,2,2,1,15,41361,0,3,0.044444444,1,0,0,38,11,1.8,30,20,126,149,546,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6774,1,2,1,2,0,0,2,2,2,2,1,2,0,41326,0,1,0.5875,1,0,0,32,5,0.3,10,18,96,112,270,480,1,Basenji,Mixed_Breed,TRUE,Basenji__Mixed_Breed
6775,2,1,1,1,0,0,2,1,1,1,2,1,0,41401,0,1,0.4,1,-0.166666667,-1,40,6,0.8,10,113,105,110,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6776,1,2,1,2,7,0,2,2,3,3,3,1,0,41326,0,3,0.188392857,1,0,0,29,6,1,30,41,39,107,366,333,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
6777,2,1,1,2,6,7,2,1,2,1,1,1,0,41401,0,0,0.376,1,0,0,92,11,2.4,0,-1,-1,-1,-1,-1,1,American_Shorthair,No_Breed,FALSE,American_Shorthair
6778,1,2,2,7,0,0,2,2,1,1,1,1,0,41326,0,4,0.090625,1,-0.09375,-1,163,28,0.2,34,49,60,131,277,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6779,2,2,1,6,0,0,2,1,1,1,1,1,0,41336,0,1,0.45,1,-0.05,-1,22,7,1.4,10,82,56,126,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6780,1,2,2,2,3,7,1,1,3,3,3,1,0,41330,0,5,0.111645022,1,0,0,95,17,1.9,39,65,84,153,305,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6781,1,0,2,1,0,0,2,1,1,2,1,1,0,41326,1,1,0.247916667,1,0,0,36,5,2,8,16,97,138,400,91,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6782,1,0,2,2,7,0,2,1,3,1,3,1,20,41401,0,2,0.5,1,0,0,18,4,0.9,12,60,42,125,456,447,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6783,1,0,2,3,0,0,2,2,2,2,2,1,0,41326,0,21,0.173244048,1,0,0,80,8,4.1,203,30,80,120,319,380,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6784,2,2,2,1,6,7,2,1,1,1,1,1,0,41401,0,5,0.276935185,1,0.5,1,230,37,10.2,50,40,90,125,472,474,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6785,1,2,1,6,7,0,1,2,1,1,1,1,20,41326,1,9,0.170391414,1,0,0,84,9,1,89,59,94,133,577,488,0,Schnauzer,No_Breed,FALSE,Schnauzer
6786,2,2,2,1,2,0,1,1,1,1,1,1,0,41326,0,8,0.545,1,0,0,128,21,6.6,80,20,107,128,336,362,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6787,1,0,2,7,0,0,2,1,2,2,2,1,0,41401,0,3,-0.015625,-1,0,0,73,9,0.9,26,68,54,156,640,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6788,1,2,1,2,5,0,1,1,1,1,2,1,0,41326,0,1,0.084375,1,0,0,81,12,1.3,10,35,41,146,270,480,1,Miniature_Pinscher,No_Breed,FALSE,Miniature_Pinscher
6789,2,0,2,2,7,0,2,1,2,2,2,1,0,41326,1,5,0.5,1,0,0,23,5,1.2,50,17,97,121,479,486,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6790,1,1,1,2,5,7,2,1,1,1,2,1,0,41401,0,2,0.491666667,1,0,0,12,3,1.8,20,61,39,145,315,480,1,Pit_Bull_Terrier,Mixed_Breed,TRUE,Pit_Bull_Terrier__Mixed_Breed
6791,2,0,2,1,0,0,1,1,2,2,2,1,0,41326,2,4,0.076190476,1,0,0,57,7,2,40,29,101,128,570,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6792,1,2,1,1,0,0,2,1,1,1,2,1,0,41326,0,3,0.433333333,1,0,0,31,5,0.7,27,36,56,144,393,440,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6793,1,2,2,1,3,7,1,2,1,1,1,1,25,41327,0,9,0.277066966,1,0,0,178,38,4.7,85,12,60,136,640,427,0,Chihuahua,No_Breed,FALSE,Chihuahua
6794,1,0,2,1,2,4,2,1,1,1,1,1,0,41330,0,3,0.358333333,1,0,0,69,9,1.5,24,32,97,139,640,360,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6795,2,0,2,1,2,7,1,2,2,2,2,1,0,41326,1,3,-0.002083333,-1,0,0,31,6,1.2,30,62,35,156,400,300,0,Tortoiseshell,No_Breed,FALSE,Tortoiseshell
6796,2,2,1,7,0,0,1,1,1,1,1,1,0,41401,0,5,0.330612245,1,0,0,82,12,1.5,50,40,82,134,364,275,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6797,1,0,1,7,0,0,2,3,2,2,2,1,0,41401,0,1,0,0,0,0,8,2,0.1,10,71,57,139,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6798,1,0,2,1,2,0,3,1,2,2,2,1,0,41326,0,2,0.178703704,1,0,0,67,9,2.6,20,11,108,101,350,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6799,1,0,2,2,0,0,2,1,1,1,2,1,0,41401,0,1,0.7,1,0,0,7,2,0.5,8,57,80,167,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6800,2,1,2,2,7,0,1,2,3,3,2,1,0,41326,0,4,0.134056733,1,0,0,238,35,2.5,39,23,52,107,366,299,0,Ragdoll,Tabby,FALSE,Ragdoll
6801,2,0,2,5,0,0,2,2,2,2,2,1,0,41326,0,3,0.038888889,1,0,0,32,7,0.8,30,41,106,103,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6802,1,2,2,5,7,0,1,1,1,1,1,1,10,41326,0,3,0.5125,1,0,0,21,4,1.5,29,63,67,173,577,528,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6803,2,1,2,6,7,0,2,1,1,1,1,1,20,41326,0,2,0.117279062,1,0,0,608,125,3,20,15,101,71,400,265,1,Mixed_Breed,Siamese,TRUE,Mixed_Breed__Siamese
6804,1,0,1,2,7,0,2,2,2,2,2,1,0,41326,0,3,0.029375,1,0,0,27,3,0.9,20,26,38,139,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6805,1,0,1,1,6,7,2,2,1,1,2,1,0,41326,0,2,0.1754329,1,0,0,79,16,1.2,19,130,82,121,640,360,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6806,2,0,2,2,3,7,2,1,2,1,2,1,0,41326,0,6,-0.044444444,-1,0,0,-1,-1,-1,51,60,92,139,516,420,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6807,2,0,1,3,7,0,2,2,2,2,2,1,5,41326,0,10,0.10852904,1,0,0,170,30,2.6,100,111,138,170,370,330,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
6808,1,2,2,1,2,7,1,3,1,1,2,1,25,41401,0,2,0,0,0,0,1,1,0,20,34,95,76,400,300,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
6809,1,0,2,1,4,0,2,1,2,1,2,1,0,41326,0,3,0.322777778,1,0,0,53,9,3.1,22,14,81,135,400,300,0,Dalmatian,Mixed_Breed,TRUE,Dalmatian__Mixed_Breed
6810,1,1,1,1,2,7,2,2,1,1,2,1,0,41330,0,4,0.207291667,1,0,0,93,17,1.4,37,17,122,179,400,324,0,Belgian_Shepherd_Malinois,Mixed_Breed,TRUE,Belgian_Shepherd_Malinois__Mixed_Breed
6811,2,0,1,1,0,0,2,2,2,1,2,1,0,41326,0,2,0.433333333,1,0,0,23,4,0.9,19,69,59,169,533,533,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6812,2,0,2,2,6,7,1,1,2,2,2,1,0,41326,0,1,0.55,1,0,0,11,0,0.9,10,12,101,77,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6813,2,2,2,1,4,7,2,1,2,2,2,1,0,41401,0,1,0.120833333,1,0,0,49,6,0,9,23,87,111,225,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6814,2,1,2,2,5,0,2,1,2,2,2,1,0,41401,0,2,0,0,0,0,3,1,0.1,20,24,56,174,500,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6815,1,0,1,2,0,0,2,2,2,2,2,2,0,41326,0,2,0.275,1,0,0,109,26,0.7,19,50,111,122,350,350,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
6816,1,2,1,3,0,0,3,1,1,1,2,1,20,41326,0,3,0.243063492,1,0,0,103,22,3.4,27,46,110,145,366,333,0,Golden_Retriever,No_Breed,FALSE,Golden_Retriever
6817,2,2,1,3,4,0,2,2,3,3,1,1,0,41326,0,4,0.105062389,1,0,0,59,12,2.1,40,28,88,136,400,310,1,Tabby,No_Breed,FALSE,Tabby
6818,1,2,1,5,0,0,2,2,1,1,2,1,0,41330,0,4,0.2,1,0,0,47,13,0.7,40,40,39,133,500,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
