,PetID,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT
6302,48fd10660,38,6,0.6,47,40,72,131,528,480
6303,8c9f6c718,2,1,0,30,47,32,124,516,400
6304,628439a3a,34,5,0.6,30,23,52,155,546,480
6305,262c8cc14,68,6,0.4,20,33,78,94,270,480
6306,a92258c0e,108,18,1.7,60,31,68,142,380,311
6307,e6335f2ee,49,5,1.1,97,36,76,117,458,513
6308,f845bd0c0,76,12,2.6,49,34,57,102,380,293
6309,5f2c67ae2,21,4,0.2,38,100,141,162,418,488
6310,61d819c6f,-1,-1,-1,90,57,58,136,373,295
6311,4792b6d06,4,0,0.9,50,29,67,126,400,310
6312,c7cb34ee2,20,3,1.7,35,21,52,143,350,333
6313,6dcff2b5b,9,2,0.6,46,34,95,147,528,480
6314,740d87a41,71,8,-0.5,110,18,98,110,600,360
6315,2d6d161a9,78,12,2.2,50,32,83,127,528,576
6316,3b4f31dc0,64,10,1.5,10,14,93,184,640,477
6317,8e881542f,13,4,-0.2,9,130,96,80,400,300
6318,ed81d1da8,2,1,0.1,19,27,79,141,313,480
6319,3c2100f6e,45,5,1.3,20,24,82,158,240,320
6320,6c594bfb0,19,7,0.2,10,11,98,92,270,480
6321,df17a57ae,269,60,4.1,57,89,45,139,377,294
6322,9c833c8c4,79,15,1.1,49,27,90,151,373,293
6323,15e5b0e7d,30,4,0.9,8,12,45,150,302,400
6324,87cf6fd3d,17,6,0.9,20,120,49,85,345,479
6325,5e2bbb163,18,6,1.1,20,83,68,101,400,300
6326,68071559c,3,2,0,50,41,78,132,360,480
6327,022429d5c,21,4,2.7,48,75,68,172,584,480
6328,fc3fbbb99,-1,-1,-1,26,43,71,123,225,400
6329,1253241be,50,13,0.6,181,52,64,129,610,563
6330,a1cb8764d,28,3,1.9,10,42,52,127,360,480
6331,30ece8658,110,20,1.8,50,129,52,126,360,340
6332,fe481f81c,16,2,-0.8,10,22,52,139,360,480
6333,0154e0f7b,79,17,4.4,30,43,69,116,400,266
6334,1d373c973,9,1,0.9,10,39,52,166,640,360
6335,dc76d9fa5,69,23,1.7,20,27,75,165,440,480
6336,d840b5a02,59,12,2.5,46,87,132,159,320,380
6337,282c0ac61,9,2,0.2,10,163,51,92,360,480
6338,8328ec7f4,22,6,0.2,10,68,13,130,299,400
6339,d4dd82200,32,6,1.5,26,46,75,122,640,480
6340,25d4c7493,29,3,1.7,10,28,40,157,400,300
6341,f5fd255aa,16,2,0.8,47,61,79,129,552,360
6342,f6e45accc,22,6,0.7,94,71,58,145,320,380
6343,c4b37d5ed,8,2,0.5,10,25,58,153,300,400
6344,0ce866a04,31,9,1.8,20,14,87,142,399,275
6345,b2566d195,92,16,1.7,42,33,29,132,640,360
6346,3a36bdba5,175,30,-1.5,19,47,87,120,400,300
6347,91a2b97ec,9,0,0.1,40,28,63,125,370,480
6348,1c9e913d7,2,0,0,48,38,74,127,517,474
6349,bf5eb5d00,46,11,1,59,29,31,138,290,400
6350,e28bad751,64,9,2.7,52,53,45,131,296,330
6351,43ea3193d,4,2,0.1,10,27,39,121,399,225
6352,a20d1e637,138,22,1.3,42,21,73,122,377,360
6353,147a0fbd6,64,14,1.8,30,46,56,124,360,480
6354,bb567f5cd,10,1,0.9,10,46,48,160,400,300
6355,0497f7012,53,15,1.6,30,42,78,126,494,360
6356,c61aef5bc,13,3,0.7,50,44,43,129,360,340
6357,400b56d39,87,32,0.4,86,20,82,124,387,325
6358,bbe6ff890,92,14,2.5,76,45,104,145,640,427
6359,5174e0542,-1,-1,-1,10,94,55,144,400,300
6360,3fbc3ca27,163,21,1.4,38,24,75,132,390,450
6361,8eab07081,64,11,1.4,55,29,128,128,306,389
6362,3029fcad6,290,49,8.2,90,62,88,142,370,326
6363,d471c1ff7,20,1,0.8,10,17,57,117,640,640
6364,7d6cd8ac7,13,5,0.3,10,56,38,135,360,480
6365,d605cb217,22,5,0.8,10,125,140,167,480,480
6366,3f108e7bc,48,2,2.3,30,60,86,138,640,480
6367,cba2fb07e,5,1,0.8,4,88,38,119,400,300
6368,bc7ea0a3e,115,21,2.8,20,26,75,145,640,640
6369,44a0bfde6,82,12,0.8,28,49,75,146,640,360
6370,0935ab38b,37,7,0,10,14,107,133,321,400
6371,4732c7563,41,4,2.7,40,34,91,125,360,480
6372,796cc971d,53,9,1.5,25,32,85,110,400,480
6373,1086c8df9,22,3,0.9,38,51,83,114,640,480
6374,1cba86658,47,9,2,20,12,48,118,640,640
6375,7b660c6af,35,7,0.1,40,79,75,125,270,480
6376,c662b7876,26,5,0.8,57,45,93,112,400,400
6377,85e0c743b,22,3,1,19,81,117,136,639,360
6378,66ad04874,394,68,-1.3,37,38,107,138,430,480
6379,2f95b343a,3,2,0,47,27,110,148,360,480
6380,e754315db,3,0,0.9,8,41,82,84,360,480
6381,fd53d5f04,13,0,0.9,10,26,35,150,399,266
6382,14f9ffbbc,64,8,2.5,38,24,49,127,600,600
6383,5e7db4c54,21,8,0,50,69,69,127,624,430
6384,5933da514,131,21,5.1,27,17,124,160,516,470
6385,c6fe4ded3,17,3,1,10,137,45,167,360,480
6386,cc6de6d19,9,3,0.2,10,25,23,131,400,300
6387,45ba264f2,41,9,1.8,61,93,44,159,548,571
6388,be55e5ef8,67,8,3.6,12,34,89,112,400,300
6389,bfdab2894,41,4,1.9,10,27,80,121,400,400
6390,3a5fb3c1f,16,2,-0.5,10,34,107,119,360,480
6391,2196b0156,87,22,1.1,70,67,72,168,346,389
6392,611045510,34,7,1.3,45,41,127,99,470,508
6393,9d03d5988,46,11,0.5,33,24,63,130,312,312
6394,b660cb310,45,10,0.6,26,15,68,162,453,480
6395,3be154287,84,17,0.4,30,55,106,119,348,366
6396,6c929fefb,11,3,0.2,47,11,102,126,640,437
6397,e76929e2b,108,16,1.2,20,16,100,107,298,400
6398,5bc18f57d,23,3,0,20,17,131,148,270,480
6399,5489e2b50,5,3,-0.3,26,65,55,141,400,300
6400,1f393155e,5,1,0,20,27,38,132,360,480
6401,35b9530a6,15,1,1.5,48,21,87,129,379,480
6402,df2051351,78,11,1.4,0,-1,-1,-1,-1,-1
6403,a31b05e99,27,5,0.3,28,68,39,106,492,456
6404,b1d2cb34d,30,5,0.7,27,31,105,98,360,480
6405,45320bbe7,96,22,2.9,70,51,69,137,304,361
6406,30387828,31,6,1.6,30,25,70,110,450,480
6407,18c7d13d3,14,5,1.3,38,43,65,105,360,480
6408,a927d96ba,14,1,0.8,44,36,44,141,640,512
6409,c4bcfbb1c,24,4,0.1,63,20,51,135,400,300
6410,80255c391,22,6,1.1,28,35,99,132,400,225
6411,e742a643d,118,22,3.1,86,51,57,106,511,475
6412,664a120bf,111,18,1,40,29,38,142,400,285
6413,9bec6db97,31,6,0.4,30,21,111,147,366,333
6414,390c45d0c,383,72,0.3,46,56,102,125,379,321
6415,b8db25430,177,33,-2.4,10,111,53,128,266,399
6416,652ad7684,93,16,4.2,18,68,69,90,350,350
6417,c19e8ac4d,66,7,0.7,43,82,55,115,489,306
6418,457de178d,164,30,6.8,29,63,44,148,400,300
6419,d139783fa,34,9,0.3,40,46,73,118,400,300
6420,6d53b2d19,131,24,2.6,50,85,106,145,380,320
6421,aa943b9a0,73,7,3.4,38,69,108,133,400,297
6422,8910e2c01,547,102,-2.2,74,38,54,114,439,500
6423,5f891f500,85,10,0.6,66,34,62,123,587,439
6424,3a1f2a306,22,3,0.2,10,84,59,75,400,225
6425,02f63f8ff,17,4,0.6,38,14,65,156,374,324
6426,18aa41749,22,2,1.4,20,56,63,169,315,480
6427,4a6fea502,17,4,0,64,24,108,115,400,300
6428,3f7b002f4,77,11,0.8,20,12,81,129,400,300
6429,5ce77d859,39,4,0.5,10,20,33,117,400,300
6430,e2c54ef30,214,43,6.3,26,29,78,149,453,480
6431,4605a3467,346,66,13.5,40,78,71,137,380,320
6432,f368b7ef1,8,2,0.3,20,16,47,132,640,480
6433,9d08c85ef,41,10,0.5,31,22,54,127,300,400
6434,8491fa23b,-1,-1,-1,14,42,70,133,307,384
6435,8cb5fc48e,127,16,0.1,48,24,82,142,340,360
6436,e24a04c10,34,3,2.2,64,59,74,140,334,480
6437,1de8444a7,157,31,2.5,35,62,84,145,360,480
6438,d538c491f,21,2,0.9,30,59,66,121,430,520
6439,c5b97062a,4,2,0.7,110,43,34,142,325,407
6440,355e3bdc5,48,9,1.8,29,31,165,176,360,480
6441,07558410c,44,10,1.4,38,20,124,151,640,432
6442,3a9efa973,102,15,3.8,10,14,53,156,305,400
6443,63df28877,16,4,1.5,10,33,108,146,404,480
6444,93b692cd7,80,12,-0.3,20,22,55,101,640,640
6445,aee44eb09,6,3,0.1,20,21,121,82,225,399
6446,b62d80c49,14,1,0.3,20,34,67,94,400,300
6447,7218c8328,6,2,0,40,19,94,76,640,360
6448,e87214dd2,40,4,0.9,50,49,45,116,378,460
6449,de7114b0e,49,7,1.2,8,76,80,115,270,480
6450,eea30b615,38,7,0.3,50,26,78,131,565,455
6451,ddb881657,4,1,0.1,46,22,105,150,565,384
6452,8507df043,14,4,0.3,49,13,86,122,416,493
6453,196195aee,16,3,1,38,42,75,121,640,360
6454,04ea19d2b,29,6,1.4,40,82,145,165,400,300
6455,0e98b9e24,8,1,0.3,10,54,148,140,299,400
6456,a30803552,64,17,0.2,10,23,146,148,305,400
6457,476d40031,21,4,0.9,40,24,92,138,639,464
6458,6a4a4b403,65,11,0.8,20,57,111,165,312,399
6459,f6e07783c,1,1,0.8,28,25,82,187,473,480
6460,4e8f0401d,-1,-1,-1,29,113,57,116,400,300
6461,41bbdb352,2,1,0,30,30,57,103,393,440
6462,b8daff578,27,6,2,45,93,47,116,270,480
6463,d1938a57f,21,4,0.3,10,34,115,179,400,267
6464,10b46b83f,48,10,0.4,26,30,90,99,224,299
6465,a19305a1a,108,28,6,40,15,120,103,400,300
6466,133c0e6b9,45,10,0.6,18,16,91,175,360,480
6467,0ac81fcc4,23,5,0.9,26,56,55,130,640,480
6468,d1265050f,28,8,1.9,63,24,86,131,328,385
6469,62d911513,51,7,2.7,28,53,105,131,203,360
6470,1436092b4,37,8,1.8,9,34,52,153,270,360
6471,682cbe0f9,127,20,5.3,27,34,47,141,453,533
6472,9238eb7fc,36,6,0.8,8,33,66,132,400,300
6473,52c49d6b6,19,5,0.5,20,23,34,153,640,480
6474,8aaa67ff2,61,12,2.1,49,19,67,101,472,480
6475,4a8ac8bff,59,12,1.9,19,57,22,117,640,640
6476,7d835cf7c,-1,-1,-1,90,69,85,124,399,278
6477,e12797ab1,13,2,0.6,30,113,66,103,400,300
6478,a99e4b365,33,9,0.8,100,23,77,168,350,350
6479,e6e0ad572,35,8,3.2,0,-1,-1,-1,-1,-1
6480,c239d1834,29,8,1.4,30,16,98,115,455,420
6481,4c48a8f2f,40,5,1.5,94,58,97,143,364,312
6482,ad6e56af2,29,2,-0.2,29,13,91,136,400,300
6483,9c788a6bb,2,1,0,27,26,94,153,270,480
6484,c7402d13c,9,1,0.3,9,81,77,140,299,400
6485,885af161b,74,11,1.8,14,29,60,154,350,350
6486,ee370b5cf,174,28,5.5,38,26,69,119,400,297
6487,b1f5f19fa,123,22,2.9,60,130,93,158,383,316
6488,4d580adec,-1,-1,-1,29,36,94,133,348,360
6489,e89b91d44,50,10,0.3,20,7,216,97,400,300
6490,bee984e11,13,2,0.9,10,126,139,122,225,400
6491,158bc6f24,229,31,4.5,49,30,59,140,353,432
6492,e4464efa8,165,30,5.6,50,69,69,142,366,324
6493,e849142b2,120,22,2.7,10,16,119,178,400,300
6494,7b0d325d8,57,16,0.1,99,17,86,147,351,314
6495,f612d5506,135,24,3.3,33,18,64,123,394,445
6496,d5abad72c,60,12,2.7,27,27,101,115,357,342
6497,71f93d157,21,4,0.7,10,32,114,136,389,480
6498,4d0aa6427,51,7,0.8,49,19,109,133,360,480
6499,3e82e76cb,14,2,1.8,20,64,49,116,381,350
6500,1633b105b,79,13,1.5,7,22,36,130,393,480
6501,df2d9957f,68,12,2.6,20,20,111,147,640,573
6502,d76c4ec1e,21,6,0.9,30,45,86,120,400,225
6503,06395bb8d,30,4,1.9,19,113,65,133,400,560
6504,20e46cb8d,67,7,1.3,44,61,57,138,313,373
6505,a08030c6f,21,6,0.1,16,46,118,101,350,350
6506,926070c80,1,0,0.1,40,32,81,121,400,267
6507,ed84380a5,48,10,1.6,0,-1,-1,-1,-1,-1
6508,58477a7c6,48,10,0.9,65,39,43,123,357,342
6509,791e6dc19,28,7,0.1,10,89,87,170,300,400
6510,5c2fdb3cd,26,11,-1,98,45,43,113,400,300
6511,213cf987d,102,15,2.2,20,14,154,107,400,300
6512,66ac9f1b7,23,4,0.8,0,-1,-1,-1,-1,-1
6513,dd0b58409,16,3,1.1,9,9,116,135,313,480
6514,7fab9b8f3,62,9,2.5,7,72,134,128,640,480
6515,fb9783859,8,1,0.3,9,102,101,149,400,400
6516,9fcc4951d,56,9,4,56,73,85,148,344,370
6517,b1367c404,30,9,1,32,96,98,130,225,300
6518,a0e71d03a,99,12,3.9,37,23,100,146,574,524
6519,bc4ba2449,16,3,1.1,20,112,46,150,318,442
6520,704502836,3,2,0,10,19,147,131,270,480
6521,de59f42db,13,5,0.3,18,16,82,130,455,479
6522,f4df06287,95,23,2.5,10,31,53,127,270,480
6523,6134ae21d,247,43,4.2,48,79,110,129,324,348
6524,a62c06932,12,2,0,36,12,90,155,333,333
6525,7b9cc47f0,42,7,1.7,34,35,44,117,430,520
6526,69df3f618,17,3,0.4,20,34,37,126,400,225
6527,bf01af28f,20,4,0.2,18,70,82,108,400,350
6528,7f78e79c0,70,12,1.1,44,45,75,105,270,480
6529,3ea675148,104,22,2.9,30,27,94,141,400,267
6530,72896003b,63,9,2.5,36,62,72,164,360,480
6531,9aa40019a,28,7,0.3,16,79,43,116,454,420
6532,249b350de,6,1,0,37,70,63,123,325,375
6533,e5962e049,205,41,3,10,149,138,121,203,360
6534,9aa5ab22f,51,12,0.4,10,80,108,107,350,400
6535,5ee34f0d2,125,21,1.3,0,-1,-1,-1,-1,-1
6536,6db8c5110,58,10,2.3,7,14,60,148,640,550
6537,4f1bf01b6,70,15,3.4,38,59,81,157,499,479
6538,67e41958c,81,13,2.2,34,29,60,121,430,480
6539,4d74c2e08,37,7,2.2,110,51,56,141,375,301
6540,506697cb9,-1,-1,-1,49,21,54,129,640,608
6541,48aa8ee7c,47,8,1.9,28,12,71,103,300,400
6542,331c39c92,51,8,2.7,10,19,44,104,454,419
6543,79abb5387,33,6,0.7,30,22,105,130,360,480
6544,0fb548aac,3,2,0.2,28,21,40,142,400,300
6545,fc52c0c82,39,9,0.9,43,26,68,106,360,480
6546,28bafb2ee,20,4,-0.1,100,31,83,190,400,300
6547,f393a9d26,5,4,0.9,42,52,74,143,405,397
6548,5dbb2fd0b,15,3,0.5,10,56,103,116,400,400
6549,f61cec80a,27,3,0.5,48,35,56,114,331,460
6550,f50997846,45,6,0.2,80,32,98,127,570,480
6551,92a173c59,30,3,2.2,60,20,98,145,313,357
6552,0a5be413e,2,1,0,10,41,68,116,400,225
6553,ca113d98b,37,7,1.4,30,57,90,147,400,325
6554,b75c41dd5,-1,-1,-1,40,15,75,158,500,480
6555,57a93e9a6,223,42,8.2,52,62,103,129,532,442
6556,6366dd2f9,10,5,0,10,42,87,120,640,480
6557,edf3478dc,2,1,0.1,10,17,67,110,355,480
6558,f0982978a,50,11,0.4,28,52,70,107,400,300
6559,2bea067f2,138,20,2.6,77,31,121,115,275,246
6560,b98512188,116,20,4.1,46,39,155,150,354,309
6561,366a4544f,70,10,1,49,18,90,147,454,512
6562,cf4bbdbfa,54,9,1.4,0,-1,-1,-1,-1,-1
6563,d5aedc48b,86,18,3.4,58,77,101,109,640,506
6564,85594fcaf,15,3,0.5,18,43,92,166,360,480
6565,1d5be4060,199,36,4.4,30,36,63,143,318,400
6566,6668704bf,64,9,0.8,20,90,89,140,350,388
6567,af9d89c50,59,10,1,20,17,82,151,500,560
6568,d8c6c546e,102,25,0.8,95,37,91,141,349,348
6569,290c3cd9e,15,3,1.3,20,12,80,129,360,480
6570,783a31182,169,27,3.9,88,29,75,118,546,533
6571,15721ae3c,120,19,2.5,50,15,102,131,360,340
6572,495ce6c73,29,7,0.2,27,48,97,131,333,400
6573,bd7bae691,54,14,0.9,20,29,135,141,448,336
6574,2852d3c30,4,2,0,90,63,59,119,400,300
6575,67115d437,26,6,1.9,0,-1,-1,-1,-1,-1
6576,ac7edef88,13,4,1.1,28,32,50,127,360,480
6577,a6e25e889,58,12,0.7,46,57,83,123,400,225
6578,90dd998e2,244,49,6.9,20,91,107,120,350,350
6579,0f9f0dd0e,138,20,2.1,23,52,83,144,317,400
6580,b03114991,251,37,4.5,101,36,38,131,562,565
6581,e70a2beb6,19,3,0.8,20,58,90,107,300,400
6582,fe19d134c,36,5,1,19,40,48,143,350,350
6583,27aa5bbfe,15,2,1,40,22,55,98,315,480
6584,a1769f482,100,20,-0.6,30,23,98,114,640,480
6585,d39684633,11,3,0.6,30,40,49,122,366,333
6586,d1f01fc04,48,8,0.1,10,25,46,111,360,480
6587,72e995e27,160,30,2.5,29,72,163,146,400,300
6588,fa3b3b348,-1,-1,-1,100,38,49,133,370,330
6589,9faeb952b,12,3,0.7,27,53,78,170,299,400
6590,aca422e60,8,2,0.7,30,87,28,108,283,300
6591,802986a45,36,6,2.2,31,18,92,171,640,552
6592,a996f1370,7,2,0.8,30,41,73,115,326,391
6593,799c6852c,5,2,0.2,10,15,15,124,400,300
6594,1246bed4f,8,1,0.3,10,76,124,173,400,300
6595,c2109fcac,21,4,1,37,33,135,139,270,480
6596,4529e91da,100,21,1.6,20,11,60,164,379,398
6597,ad6387a7e,144,30,-0.8,33,46,77,127,350,350
6598,7beb8f666,157,20,-0.4,50,45,132,92,340,360
6599,966aaf6e2,57,9,0.6,43,33,52,138,583,475
6600,d23a1962d,8,2,0,60,41,85,89,400,300
6601,0e28a90f6,85,11,0.1,39,58,83,114,640,480
6602,f785304ad,3,2,0,9,50,121,111,360,480
6603,69ba8d92e,12,3,0.9,6,14,165,160,360,480
6604,6fcee4bee,44,11,0.8,160,32,58,148,361,465
6605,63a542d16,91,14,2.9,45,18,80,133,360,333
6606,03ea48efa,83,17,-0.1,38,35,76,142,367,480
6607,ed74a9822,40,10,1.7,115,33,100,135,419,479
6608,0af685a60,77,12,0.4,57,36,63,135,400,300
6609,603892936,61,13,0.5,30,33,76,146,400,333
6610,a90d6fbee,57,14,1,18,35,86,145,640,360
6611,b73cc0f45,50,7,2.1,48,14,94,156,584,478
6612,9ea482068,49,10,2.1,34,28,61,137,400,300
6613,d0eb1073d,6,19,0.6,10,27,47,142,360,480
6614,bd8224d08,32,7,0.1,10,54,38,150,400,301
6615,98437e7cd,7,2,-0.1,40,50,50,146,353,432
6616,a2dbe6af3,-1,-1,-1,20,36,59,136,400,266
6617,a8ea0c6a7,55,5,0.3,0,-1,-1,-1,-1,-1
6618,8a2e1d05b,138,34,0.3,10,64,83,139,360,480
6619,556599752,38,12,0.4,24,104,43,152,203,360
6620,40c0fdccb,102,13,2,41,23,92,100,360,480
6621,951d3ae42,16,3,1.1,10,74,160,154,320,378
6622,9a965c1f0,21,5,0.1,10,48,51,107,310,378
6623,896e76b69,111,19,0.6,58,13,91,145,366,333
6624,dd3c902ae,120,16,1.5,26,66,53,130,493,533
6625,31926dd6d,27,6,2.5,20,34,53,104,640,480
6626,abbe2568f,40,6,1.6,10,12,105,186,360,480
6627,89a6620e3,165,26,4.9,30,10,88,112,366,317
6628,8b12f497f,66,15,1.3,10,98,72,149,400,400
6629,cb062285d,69,11,2.5,14,46,93,129,360,480
6630,6b5f208fc,42,8,0.6,110,29,35,156,345,354
6631,b38dcdc90,22,5,1.4,48,71,65,141,580,608
6632,d08bc2c0a,8,1,0.2,48,32,85,143,400,300
6633,da840f8d4,31,6,-0.2,40,21,63,129,325,375
6634,08438c720,13,4,0,19,31,99,141,270,480
6635,9fd2b640f,45,7,-0.8,15,21,74,97,400,225
6636,9e9ce66e9,13,5,0.7,43,14,86,135,344,456
6637,93620671,32,8,1.3,54,18,127,153,593,480
6638,ed44605a0,80,12,3.1,233,31,80,139,383,486
6639,3759a1d40,20,4,1.2,15,11,83,160,400,300
6640,3991dd72d,-1,-1,-1,35,103,61,154,400,300
6641,74363ff2b,56,7,0.1,10,32,79,132,400,300
6642,7199d2d4c,364,60,5.2,150,36,60,126,380,320
6643,7e69c99bc,40,13,0.1,40,18,44,138,400,300
6644,91633ef0b,85,18,1.4,19,68,43,145,400,300
6645,4fbe0c2e5,15,1,0.7,26,70,44,150,333,366
6646,a768123bd,99,17,1.9,27,27,54,122,338,311
6647,63b5f502a,136,30,2.1,55,30,95,114,363,313
6648,25ffa1850,168,26,1,38,36,52,139,640,533
6649,3e13d34d6,124,13,2.7,9,111,30,184,359,480
6650,85ec1aac0,6,0,0.7,10,21,98,158,300,400
6651,92a667671,-1,-1,-1,50,72,83,121,360,342
6652,95b94b4ac,11,2,0.2,38,24,100,105,640,480
6653,dc549e010,17,3,0.7,10,54,43,113,300,400
6654,442f853b2,20,3,0.7,13,13,53,131,315,480
6655,7b8d76961,24,3,0.8,10,15,105,82,400,300
6656,c85f29411,29,6,-0.6,20,33,99,117,203,360
6657,0eba510fc,63,12,2.8,30,24,99,133,341,334
6658,5314d64ac,65,13,2.9,20,17,93,148,267,400
6659,eb4c66e7a,61,12,0.5,48,49,108,146,300,400
6660,0ea7eaf00,60,11,0.6,114,20,160,133,400,276
6661,c2c4f5f40,32,6,1.7,10,28,80,167,400,264
6662,0850d4334,21,3,0.6,20,20,82,156,267,400
6663,2739ddaa6,27,3,2.2,26,19,38,151,300,480
6664,f9d566df8,16,2,0.1,20,12,98,151,337,400
6665,b3902add8,61,5,0.7,10,9,51,162,400,300
6666,1ef0bf320,16,4,-0.4,24,101,41,132,640,361
6667,2618aa6a2,189,33,0.5,50,55,90,91,370,300
6668,92d5ac408,106,18,3.7,134,23,94,134,384,314
6669,319f3e6e7,9,1,0.3,10,43,67,116,299,400
6670,fa94cdf93,25,5,1.8,40,87,53,143,287,243
6671,a12bb119e,45,9,0.1,39,21,63,130,380,340
6672,915031b99,34,7,1.7,27,42,64,129,378,480
6673,21c8d5f0e,13,2,0.9,119,30,53,142,363,398
6674,fb4078a22,141,23,2,50,78,116,164,380,320
6675,6d3930bb1,9,1,0,10,25,87,133,270,480
6676,9ce27322b,54,9,-0.1,9,93,57,158,360,480
6677,0d6cb5b69,47,9,1.2,50,28,89,84,320,380
6678,2910c35cc,40,7,0.8,18,27,50,146,299,400
6679,72f6dbb1d,7,2,0.8,18,82,96,145,357,478
6680,0a555d688,12,3,0.7,38,24,32,133,570,480
6681,a8a3c4f49,3,0,0.9,40,93,63,107,350,350
6682,215903d75,17,5,1.6,28,36,76,106,261,400
6683,026c202c6,99,16,2,40,87,79,143,375,350
6684,311ee8343,102,15,-0.3,24,36,94,118,350,350
6685,a5d08e982,31,4,0.7,0,-1,-1,-1,-1,-1
6686,00f63c6fc,10,2,1.1,10,15,82,89,400,300
6687,514319114,18,7,1.2,30,74,57,131,640,400
6688,ae3a99b36,98,17,1.8,49,44,47,134,400,300
6689,2a9fd8dcd,8,3,-0.3,30,17,71,99,333,366
6690,7a58cfb6e,49,10,1.8,10,19,46,145,400,300
6691,2cfbdd28a,15,2,0.4,20,13,83,137,400,267
6692,29ac4357e,68,15,-1.2,9,65,118,154,300,400
6693,d3b017517,44,12,-0.6,10,121,140,220,400,300
6694,4168bfd52,104,19,2.1,20,60,101,151,372,480
6695,3006cd3eb,15,3,1.3,67,37,89,151,400,300
6696,7d4fceffc,11,3,0.4,20,18,49,128,400,300
6697,200a0df49,5,1,0.1,26,25,39,122,283,300
6698,6219a1e79,21,4,1,29,13,94,110,417,497
6699,53e7035cf,61,13,1.8,10,121,73,99,300,400
6700,5e1856e1d,12,4,0.6,39,30,59,170,366,299
6701,8ca443ef0,29,4,1.2,70,39,73,174,352,480
6702,765039f34,112,25,0.3,53,20,96,146,383,316
6703,694a730b4,50,13,0.6,106,48,108,129,309,264
6704,e4b550d46,246,42,6.5,91,49,39,137,569,463
6705,3c25f4969,28,3,2.7,20,33,127,148,354,414
6706,4cfd0fac0,264,43,0.7,53,21,104,132,311,385
6707,5dbd7f61b,21,4,1,8,13,70,136,203,217
6708,72e093c41,-1,-1,-1,39,22,126,109,438,390
6709,cbd289193,56,10,2.9,40,56,56,172,386,355
6710,396910627,21,5,1.4,3,41,154,143,225,400
6711,0c752844d,19,3,1.2,48,40,74,149,290,360
6712,1aa8ed8dc,94,17,4,50,19,61,149,340,360
6713,37ae0cd69,63,13,1.8,20,40,49,160,640,480
6714,cd829526d,45,6,1.6,10,65,47,149,314,235
6715,3cd5d9102,17,3,0.3,9,18,109,160,270,480
6716,ce0deaac0,30,7,-0.2,50,61,47,136,353,327
6717,4914da5ec,45,12,5.55E-17,48,27,72,115,400,300
6718,da962d158,61,11,0,60,20,29,127,270,480
6719,4695c4fb3,7,2,0.9,9,92,59,143,266,400
6720,57f2482cc,55,7,0.8,40,24,87,137,454,450
6721,79314275c,12,2,0.8,10,72,50,116,400,300
6722,8fb06a963,31,6,0.9,0,-1,-1,-1,-1,-1
6723,1042ee67b,36,5,0.7,10,34,99,119,360,480
6724,d8fc9bc28,59,11,0.9,78,21,47,161,535,478
6725,f3a5451b9,64,8,2.9,10,28,99,142,270,480
6726,7e8c5d816,32,7,0.8,50,36,77,108,510,480
6727,311799b58,7,2,0.1,10,77,68,174,360,480
6728,0a40d8c85,27,5,1.5,29,26,86,136,292,295
6729,c0270a5f1,16,8,0.3,17,24,50,140,366,332
6730,6d98621a6,31,6,0.4,20,11,35,139,400,300
6731,86ce90970,101,17,2.9,67,16,89,126,530,486
6732,a85457e16,158,23,1.9,29,20,64,152,366,400
6733,dcc0d8482,28,4,1,29,43,79,121,366,333
6734,02d644003,19,5,1,16,55,94,143,400,299
6735,d4427513d,54,10,2.6,10,10,36,173,400,300
6736,eab1d3e9f,229,37,7.5,54,20,87,98,551,496
6737,48c5a3c40,61,11,2.6,30,21,90,120,300,400
6738,0e9eec98f,12,1,1.4,47,69,52,113,528,480
6739,e64404196,125,20,1.8,50,30,111,157,465,360
6740,36f7fbe5a,9,3,0.2,50,29,82,141,360,340
6741,e80389ea3,32,8,0,27,54,112,114,639,360
6742,647fe8d68,17,4,0.9,50,34,32,128,464,497
6743,bf0deefda,128,19,2.4,10,26,79,92,369,400
6744,7bf8a38ee,82,13,1,19,14,66,101,360,480
6745,e8f7d9542,43,6,0.4,20,16,27,144,640,536
6746,b091feb55,32,4,0.8,39,38,34,116,127,225
6747,88876f4d5,20,4,0.1,20,16,76,148,640,360
6748,6d18cc71d,13,4,2,153,35,55,131,366,359
6749,564ad520f,116,26,0.6,84,49,104,154,640,480
6750,9572f7e6b,-1,-1,-1,43,45,66,152,384,274
6751,b56e6500a,27,4,0.9,30,22,171,152,500,480
6752,f0cd0a4cc,78,15,0.1,13,27,27,138,356,480
6753,89cefaa7b,9,3,-0.6,10,39,27,169,434,480
6754,b0e26c028,7,2,0.8,70,26,63,127,404,464
6755,27b7a406b,70,10,1.4,39,33,66,150,505,480
6756,ae1d9f63a,131,25,1.3,50,42,94,134,373,293
6757,611c6421b,68,14,0.2,40,52,64,113,304,400
6758,bec55c577,23,4,1.5,19,15,110,132,640,491
6759,cf8e988f5,63,13,2.5,27,28,94,118,203,360
6760,2278114,525,87,5,127,40,71,159,446,482
6761,7bead49ed,32,3,-0.3,40,18,54,128,500,480
6762,0ad87f5c5,216,39,3,0,-1,-1,-1,-1,-1
