,Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,VideoAmt,PhotoAmt,DesSem,DesSemCat,NameSem,NameSemCat,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT,AdoptionSpeed,Mixed,BreedName,BreedNum
5183,2,0,2,3,5,0,2,2,2,2,2,1,6,41326,0,3,0.1875,1,-0.1875,-1,82,13,1,19,14,66,101,360,480,1,1,Mixed_Breed,0
5184,2,0,1,1,2,7,1,2,2,2,2,1,0,41326,0,4,0.202777778,1,0,0,32,4,0.8,39,38,34,116,127,225,0,1,Mixed_Breed,0
5185,1,2,2,3,0,0,2,1,1,1,1,1,0,41326,0,16,0.633333333,1,0,0,13,4,2,153,35,55,131,366,359,1,1,Mixed_Breed,0
5186,2,0,1,4,7,0,1,2,3,3,3,1,20,41401,0,4,0.39375,1,0,0,27,4,0.9,30,22,171,152,500,480,1,0,Bengal,39
5187,2,1,2,2,3,0,2,1,2,2,2,1,0,41326,0,1,0.25,1,0,0,9,3,-0.6,10,39,27,169,434,480,0,1,Mixed_Breed,0
5188,1,0,2,2,7,0,2,1,1,1,2,1,0,41326,0,7,0.149621212,1,0.5,1,7,2,0.8,70,26,63,127,404,464,1,1,Mixed_Breed,0
5189,2,2,2,5,7,0,2,2,1,3,1,1,0,41401,0,4,0.320833333,1,0,0,70,10,1.4,39,33,66,150,505,480,0,1,Mixed_Breed,0
5190,1,0,1,1,0,0,2,1,1,1,2,1,25,41326,0,4,0.123333333,1,-0.166666667,-1,68,14,0.2,40,52,64,113,304,400,0,1,Labrador_Retriever__Mixed_Breed,50
5191,1,0,2,4,7,0,2,1,2,1,2,1,0,41330,0,2,0.348571429,1,0,0,23,4,1.5,19,15,110,132,640,491,1,1,Mixed_Breed,0
5192,2,2,2,1,3,7,2,2,1,2,2,1,0,41326,0,4,0.033333333,1,0,0,32,3,-0.3,40,18,54,128,500,480,1,1,Mixed_Breed,0
5193,1,0,1,7,0,0,2,1,1,1,2,1,0,41330,0,4,0.325,1,0,0,104,25,0.9,38,31,35,126,350,350,0,1,Mixed_Breed,0
5194,2,0,2,2,4,0,1,2,2,2,2,1,0,41326,0,1,-0.028409091,-1,0,0,40,10,0.3,10,12,70,112,270,479,0,1,Mixed_Breed,0
5195,2,0,1,5,7,0,1,1,1,1,2,1,0,41401,0,1,0.163333333,1,0,0,5,0,0.9,10,7,89,154,360,480,0,1,Mixed_Breed,0
5196,1,0,2,1,2,7,2,1,2,1,2,1,0,41326,0,1,0.406666667,1,0,0,35,5,1.7,10,77,83,120,395,480,1,1,Mixed_Breed,0
5197,2,0,2,3,4,7,1,2,2,2,2,1,0,41332,0,4,0.2375,1,0,0,59,9,0.3,32,33,73,152,493,412,0,1,Mixed_Breed,0
5198,2,1,2,1,2,4,2,2,2,1,2,1,0,41401,0,4,0.4625,1,0,0,29,6,1.2,40,28,109,123,479,453,1,1,Mixed_Breed,0
5199,2,2,1,1,0,0,3,2,2,1,2,1,15,41326,0,2,0.253571429,1,0,0,77,10,1.5,20,41,57,111,499,452,1,1,Maine_Coon__Mixed_Breed,259
5200,1,0,2,2,5,0,2,1,2,2,2,1,0,41326,0,1,-0.055555556,-1,0,0,11,3,-0.3,9,37,52,103,300,400,0,1,Mixed_Breed,0
5201,1,0,1,1,7,0,2,1,1,1,1,1,0,41326,0,3,0.323469388,1,0.35,1,65,12,2.9,28,50,76,115,640,478,0,1,Mixed_Breed,0
5202,2,0,2,5,7,0,1,2,2,2,2,1,0,41326,0,1,0.101020408,1,0,0,27,5,0.8,10,20,91,171,400,300,1,1,Mixed_Breed,0
5203,1,0,2,1,7,0,3,2,1,1,3,1,0,41401,0,2,0.078690476,1,0,0,98,19,1.4,16,58,56,127,480,453,0,1,Rottweiler__Mixed_Breed,13
5204,1,0,2,1,2,7,2,2,1,1,1,1,1,41326,0,2,0.408333333,1,0,0,10,2,0.9,20,59,144,147,640,411,0,1,Mixed_Breed__German_Shepherd_Dog,43
5205,2,0,2,2,3,5,1,1,3,3,3,1,0,41326,0,4,0.15625,1,0,0,22,3,0.7,40,10,95,110,350,350,1,1,Mixed_Breed,0
5206,2,2,1,6,7,0,2,1,2,1,1,1,0,41326,0,5,0.312307692,1,0.5,1,132,16,4.6,50,58,41,133,399,293,1,1,Mixed_Breed,0
5207,2,1,2,1,0,0,2,1,1,1,1,1,0,41327,0,1,0,0,0,0,3,2,0.1,10,74,81,110,640,640,0,0,Oriental_Short_Hair,28
5208,2,0,1,2,5,0,2,2,2,2,2,1,5,41326,0,5,0.123958333,1,0,0,49,13,0.9,50,45,42,144,333,354,0,1,Siamese__Mixed_Breed,22
5209,1,0,2,2,7,0,2,1,1,1,2,1,0,41326,0,4,0.269791667,1,0.5,1,65,11,0.7,40,22,74,130,300,400,1,1,Corgi__Mixed_Breed,201
5210,1,0,1,1,2,0,2,1,1,1,2,1,0,41326,0,4,0.261507937,1,0,0,58,9,2.5,31,36,79,129,430,520,1,1,Mixed_Breed,0
5211,1,0,2,2,0,0,2,1,1,1,1,1,0,41326,0,1,0.607142857,1,-0.1875,-1,50,11,3.4,9,66,109,134,479,480,0,1,Mixed_Breed,0
5212,2,1,1,2,3,5,2,1,2,1,2,1,0,41401,0,5,0.011111111,1,0,0,61,9,-1.6,48,21,59,103,465,360,0,0,Tabby,1
5213,1,2,1,1,2,7,1,1,1,1,1,1,0,41326,0,7,0.266666667,1,0,0,33,10,0.4,65,31,64,131,360,480,1,0,Beagle,30
5214,1,2,2,2,0,0,1,2,1,1,2,1,8,41326,0,4,0.087037037,1,0,0,81,17,1.9,35,10,119,154,500,480,1,1,Mixed_Breed,0
5215,1,2,1,3,0,0,3,2,3,3,2,2,0,41336,0,6,0.118916947,1,0,0,279,47,0.3,55,19,82,138,438,480,1,0,Golden_Retriever,18
5216,2,2,2,4,6,7,1,1,1,1,1,1,0,41327,0,1,0.159649123,1,0,0,199,31,-0.1,10,53,73,95,301,363,1,1,Mixed_Breed__Japanese_Bobtail,260
5217,1,2,2,5,0,0,2,2,1,3,1,1,0,41324,0,2,0.13,1,0,0,33,7,0.6,20,68,29,149,360,480,0,0,Poodle,35
5218,2,1,2,2,7,0,2,1,1,1,2,1,0,41326,0,4,0.403305785,1,0,0,99,14,3.9,37,19,68,140,225,399,0,1,Mixed_Breed,0
5219,1,0,2,4,7,0,1,2,2,2,2,1,0,41326,0,1,0.254166667,1,0,0,46,10,1.4,10,28,71,143,400,300,0,1,Mixed_Breed,0
5220,2,2,2,3,4,7,2,2,3,3,2,1,0,41401,0,1,0.457142857,1,0,0,48,7,0.5,10,22,99,141,360,480,0,0,Persian,4
5221,1,2,1,2,7,0,2,2,3,3,3,1,0,41326,0,5,-0.001111111,-1,0,0,30,6,1.1,48,72,40,158,400,300,1,1,Mixed_Breed,0
5222,1,0,2,2,0,0,2,2,1,1,2,1,0,41326,0,1,0,0,0,0,2,1,0,10,13,118,131,225,400,0,1,Mixed_Breed,0
5223,1,0,2,5,0,0,2,2,2,2,2,1,0,41326,0,10,0.056597222,1,0,0,103,11,1.5,100,33,73,145,360,480,1,1,Mixed_Breed,0
5224,2,0,1,1,2,0,2,1,2,2,2,1,0,41326,0,2,0.055,1,0,0,39,7,0.6,20,27,72,109,203,360,1,1,Mixed_Breed,0
5225,2,0,2,4,0,0,3,1,2,1,2,1,0,41326,0,2,0.35,1,0,0,70,10,0.9,20,5,184,137,333,333,0,1,Mixed_Breed,0
5226,1,0,1,2,0,0,2,2,2,1,2,1,0,41326,0,5,0,0,0,0,3,2,0,48,26,99,134,398,456,1,1,Mixed_Breed,0
5227,1,2,2,3,5,0,2,2,3,3,3,1,10,41326,0,1,0.221590909,1,0,0,51,10,0.9,10,41,88,149,300,400,0,0,Cocker_Spaniel,34
5228,1,0,1,5,0,0,2,2,2,1,2,1,0,41327,0,3,0.092575758,1,0,0,107,18,8.33E-17,30,60,71,130,400,338,0,1,Mixed_Breed,0
5229,1,2,1,5,7,0,1,1,3,3,2,1,0,41326,0,1,0.253333333,1,0,0,30,5,0.6,10,27,107,115,400,298,0,0,Poodle,35
5230,2,0,2,1,3,0,1,2,2,1,2,1,20,41326,0,1,0.042424242,1,0,0,14,2,0.9,10,64,35,174,640,474,0,1,Persian__Mixed_Breed,5
5231,2,0,2,3,4,0,1,2,1,1,1,1,0,41326,0,5,0.16875,1,0,0,22,6,0.7,46,52,77,145,380,320,0,1,Mixed_Breed,0
5232,2,2,2,2,0,0,2,1,1,1,1,1,0,41401,0,6,-0.05,-1,0,0,151,22,0.5,59,27,56,130,387,477,1,0,Tabby,1
5233,2,0,2,3,7,0,2,2,3,1,2,1,0,41326,0,1,0.291666667,1,0,0,-1,-1,-1,10,101,36,136,320,399,1,1,Mixed_Breed,0
5234,1,2,1,1,6,7,2,1,1,1,2,1,0,41326,0,4,0.349900794,1,0,0,83,11,4.4,40,76,55,112,325,375,0,0,Husky,91
5235,2,1,2,3,0,0,1,2,2,2,2,1,15,41326,0,5,0.264285714,1,0,0,84,12,2.7,50,15,85,157,584,480,1,0,Tabby,1
5236,2,0,2,1,2,0,1,1,2,1,2,1,0,41326,0,6,0.295238095,1,0,0,62,9,1.1,44,21,66,130,297,416,0,1,Mixed_Breed,0
5237,1,0,2,2,0,0,2,1,1,1,2,1,25,41336,0,5,0.221666667,1,0,0,97,20,1.8,47,13,73,138,380,320,1,1,Mixed_Breed__Shar_Pei,177
5238,2,1,1,1,7,0,2,2,3,3,3,1,0,41326,0,2,0,0,0,0,40,4,0.2,20,95,58,148,301,400,0,1,Mixed_Breed,0
5239,1,0,2,1,2,0,2,1,2,1,2,1,0,41326,0,1,0.072619048,1,0,0,24,6,1.5,10,32,130,103,300,400,0,1,Hound__Mixed_Breed,174
5240,1,0,2,2,0,0,2,1,2,1,2,1,8,41326,0,1,0.285714286,1,0.7,1,22,4,0.9,10,34,99,198,360,480,0,1,Mixed_Breed,0
5241,1,2,2,5,7,0,2,1,1,1,2,1,0,41401,0,2,0.298240741,1,0,0,84,16,1.6,20,53,64,123,300,400,0,0,Poodle,35
5242,2,0,2,1,4,7,2,1,3,3,2,1,0,41326,0,1,0.256666667,1,0,0,59,10,0.9,10,55,85,126,360,480,1,1,Mixed_Breed,0
5243,1,1,1,1,2,7,2,1,1,3,2,1,0,41326,0,4,0.340740741,1,0,0,41,5,2.2,30,96,81,98,500,480,0,1,Mixed_Breed,0
5244,1,0,2,1,5,0,2,1,3,3,3,1,0,41327,1,17,0.345238095,1,0,0,76,14,2.5,139,27,56,115,509,480,1,1,Mixed_Breed,0
5245,2,0,2,1,2,6,2,1,2,2,2,1,0,41326,0,3,0.333333333,1,0,0,49,9,2.5,30,51,69,91,283,400,0,1,Mixed_Breed,0
5246,2,0,1,1,7,0,1,1,2,1,2,1,0,41401,0,1,0.265469697,1,0,0,48,8,2.6,10,23,82,150,400,300,0,1,Tuxedo__Mixed_Breed,147
5247,1,2,2,2,7,0,2,1,1,1,1,1,25,41326,0,4,0.3775,1,0,0,18,2,1.5,34,27,86,126,400,300,1,1,Mixed_Breed,0
5248,1,2,1,1,2,0,2,2,1,1,2,1,0,41401,0,1,0.178125,1,0,0,93,18,2,10,20,116,99,400,266,1,1,Mixed_Breed,0
5249,1,0,1,6,7,0,1,1,1,1,2,1,0,41330,0,6,0.267522321,1,0,0,67,7,1.8,51,31,49,137,366,333,1,1,Mixed_Breed,0
5250,1,0,1,2,0,0,2,1,3,3,2,1,0,41326,0,1,0.375,1,0,0,16,3,1.1,10,23,153,104,357,457,1,1,Yellow_Labrador_Retriever__Mixed_Breed,100
5251,2,0,2,1,4,6,2,1,2,1,2,1,0,41326,0,6,0.393055556,1,0,0,63,11,4,60,29,49,118,593,465,1,1,Mixed_Breed,0
5252,2,0,1,4,0,0,3,2,2,1,3,1,4,41326,0,4,0,0,0,0,-1,-1,-1,40,49,33,136,430,480,0,1,Mixed_Breed,0
5253,1,1,1,1,7,0,2,1,1,1,1,1,0,41326,0,2,0.0140625,1,0,0,54,7,1.2,20,64,52,99,350,350,1,1,Mixed_Breed,0
5254,2,2,1,1,7,0,3,1,1,1,1,1,2,41326,0,4,0.272321429,1,0,0,101,21,1.7,40,26,71,138,570,480,0,1,American_Curl__Mixed_Breed,261
5255,1,0,2,7,0,0,2,2,1,1,2,1,0,41326,0,1,-0.2,-1,0,0,14,3,0.3,8,44,50,127,360,480,1,1,Mixed_Breed,0
5256,1,0,2,1,0,0,2,1,1,1,2,1,0,41401,0,2,0.22540404,1,0,0,94,12,1.6,20,81,78,148,225,400,0,0,Labrador_Retriever,9
5257,2,0,2,1,6,0,1,1,2,2,2,1,0,41326,0,5,0.616666667,1,0,0,54,10,0.5,50,69,64,106,380,320,0,1,Mixed_Breed,0
5258,1,2,1,2,3,5,2,1,2,2,2,1,0,41326,0,5,0.15,1,0,0,6,1,0.7,37,34,88,146,471,479,1,1,Mixed_Breed,0
5259,1,0,1,5,0,0,3,2,1,1,1,1,0,41326,0,4,0.125,1,0,0,48,9,0,39,43,82,125,430,480,1,1,Labrador_Retriever__Mixed_Breed,50
5260,2,0,2,1,6,0,1,1,2,1,2,1,0,41326,0,2,0.215277778,1,0.35,1,37,3,2.3,20,12,73,158,350,350,0,1,Mixed_Breed,0
5261,1,0,2,1,2,0,2,1,3,3,2,1,0,41326,0,2,0.375,1,0,0,19,4,1.3,20,27,134,138,354,480,0,1,Mixed_Breed,0
5262,2,0,1,4,7,0,1,1,3,3,3,1,0,41401,0,2,0.5,1,0,0,4,1,0.9,20,15,88,185,526,460,0,1,Mixed_Breed,0
5263,2,0,2,2,7,0,2,1,3,3,2,1,0,41326,0,3,0.5,1,0,0,16,3,1.2,30,26,77,100,270,480,1,1,Mixed_Breed,0
5264,2,0,1,1,2,5,1,1,2,2,2,2,0,41326,0,3,0.1,1,0,0,14,2,1.1,30,64,94,134,492,532,1,1,Mixed_Breed,0
5265,1,0,2,1,2,3,2,2,3,3,3,1,0,41326,0,7,-0.036868687,-1,0,0,123,24,-0.7,63,47,100,104,130,102,0,1,Mixed_Breed,0
5266,1,0,2,3,5,7,2,2,3,3,3,1,0,41326,0,1,0.7,1,0,0,5,2,0.7,10,14,92,126,203,360,1,0,Terrier,2
5267,1,1,1,1,0,0,3,2,1,1,2,1,0,41326,0,7,0,0,0,0,2,1,0,70,17,114,120,270,480,0,0,Doberman_Pinscher,27
5268,2,0,2,7,0,0,2,1,2,2,1,1,10,41401,0,5,0.079166667,1,0,0,78,13,0.5,50,25,47,142,360,480,1,1,Mixed_Breed,0
5269,2,0,1,1,6,0,2,1,2,2,2,1,0,41326,1,7,0.466666667,1,0,0,33,7,2.5,65,40,60,130,600,480,0,1,Mixed_Breed,0
5270,1,0,1,5,0,0,2,1,3,1,2,1,0,41401,0,9,-0.083333333,-1,0,0,38,11,1.2,88,14,52,180,385,280,1,1,Mixed_Breed,0
5271,1,0,2,6,0,0,2,1,1,1,1,1,0,41326,0,5,0.223624339,1,0,0,169,30,3.4,45,55,68,130,432,471,1,1,Mixed_Breed,0
5272,2,0,2,1,7,0,1,2,2,1,2,1,0,41401,0,1,0,0,0,0,5,1,0.1,8,11,78,103,300,400,1,1,Mixed_Breed,0
5273,1,2,1,1,6,7,3,2,1,1,2,1,0,41401,0,1,0.060606061,1,0,0,67,14,0.4,10,81,27,123,180,320,0,0,Husky,91
5274,2,0,2,1,4,7,2,1,2,1,2,1,3,41326,0,1,0.233333333,1,0,0,73,16,2.1,10,54,34,139,300,400,0,1,Mixed_Breed,0
5275,2,0,1,4,7,0,1,1,1,1,3,1,0,41401,0,5,0.35,1,0,0,17,3,0.8,48,12,110,187,292,373,0,1,Mixed_Breed,0
5276,1,2,1,2,5,0,2,1,1,1,1,1,0,41326,1,1,0.306818182,1,0,0,68,18,1,10,44,43,138,356,480,1,1,Mixed_Breed,0
5277,1,2,2,1,0,0,2,3,1,1,1,1,0,41336,0,3,0.469666667,1,0,0,52,14,3.5,22,57,81,143,334,366,0,1,German_Shepherd_Dog__Mixed_Breed,21
5278,1,1,2,1,2,7,2,1,2,2,2,1,0,41326,0,3,0.265656566,1,0,0,94,14,1.7,27,63,33,108,333,366,1,1,Mixed_Breed,0
5279,1,1,2,1,2,0,1,1,1,1,2,1,0,41326,0,2,0.213068182,1,0,0,15,2,0.4,17,16,70,117,400,267,1,1,Mixed_Breed,0
5280,1,2,1,3,0,0,2,2,2,1,1,1,0,41326,0,2,0.269805195,1,0,0,61,9,1.2,20,15,118,154,400,327,0,1,Golden_Retriever__Mixed_Breed,31
5281,2,0,2,3,0,0,2,1,2,2,2,1,0,41326,0,3,0.166666667,1,0,0,10,0,0.7,30,52,46,106,469,554,1,1,Mixed_Breed,0
5282,2,2,2,1,6,7,2,2,1,1,1,1,0,41326,0,1,0.266666667,1,0,0,106,19,0.5,10,45,63,94,400,400,1,1,Mixed_Breed,0
5283,1,2,2,2,3,7,2,2,3,3,2,1,0,41401,0,7,0.214393939,1,0,0,105,21,2.7,70,42,55,138,375,445,0,0,Shih_Tzu,8
5284,1,2,2,5,0,0,1,2,3,1,1,1,25,41326,0,2,0.375,1,0,0,1,1,0.8,20,58,80,168,527,480,1,1,Poodle__Mixed_Breed,135
5285,1,0,2,1,2,7,2,1,1,1,2,1,0,41326,0,4,0.477777778,1,0,0,6,0,1.4,32,90,72,132,366,325,0,1,Mixed_Breed,0
5286,1,2,1,2,3,4,3,2,1,1,2,1,0,41326,0,2,0.199404762,1,0,0,32,10,1,20,27,80,129,400,225,0,0,Golden_Retriever,18
5287,1,0,2,2,0,0,1,1,2,2,2,1,0,41327,0,3,0.65,1,0,0,2,0,0.9,28,50,72,141,266,440,1,1,Mixed_Breed,0
5288,1,2,1,2,0,0,3,1,3,3,2,2,0,41326,0,3,0.139583333,1,0,0,100,16,1,27,53,100,109,332,366,0,0,Belgian_Shepherd_Malinois,240
5289,1,0,1,2,0,0,2,1,2,1,2,1,0,41401,0,4,0.104166667,1,0,0,62,11,2.4,37,100,49,118,400,269,0,1,Mixed_Breed,0
5290,1,1,1,3,0,0,2,2,2,2,2,1,0,41326,1,5,0,0,0,0,6,9,1.3,41,34,73,168,360,480,1,1,Mixed_Breed__Golden_Retriever,54
5291,1,2,1,5,0,0,3,1,3,3,2,1,0,41326,0,2,0.1875,1,0,0,13,3,0.7,20,10,147,139,300,400,0,1,Labrador_Retriever__Mixed_Breed,50
5292,2,0,2,6,7,0,1,2,2,2,2,1,0,41326,0,5,0.383333333,1,0,0,19,2,1.3,49,28,41,144,400,300,0,0,Tabby,1
5293,2,0,1,2,7,0,2,2,2,1,3,1,0,41401,0,14,-0.011111111,-1,0,0,98,22,-0.9,126,29,74,135,520,491,0,1,Mixed_Breed,0
5294,1,0,2,2,0,0,2,2,1,1,3,1,0,41324,0,2,0.434375,1,0,0,12,1,0,17,41,135,118,344,480,1,1,Mixed_Breed,0
5295,1,2,2,2,7,0,1,2,3,1,3,2,0,41326,0,2,0.190416667,1,0,0,141,25,0.9,20,18,48,141,476,464,1,0,Shih_Tzu,8
5296,2,0,1,2,6,7,2,1,1,1,2,1,0,41326,0,6,0.303060516,1,0,0,258,40,4.7,49,27,101,115,333,366,0,1,Mixed_Breed,0
5297,2,0,1,3,7,0,1,2,2,1,2,1,0,41330,0,3,0.107142857,1,0,0,45,7,2.6,29,28,171,130,400,300,0,1,Tabby__Mixed_Breed,83
5298,2,0,1,3,5,7,2,1,2,2,2,1,0,41326,0,3,0.177083333,1,0,0,167,39,2.7,26,69,39,118,640,542,0,0,Bengal,39
5299,2,2,2,1,2,0,2,1,1,1,2,1,0,41326,0,2,0.475,1,0,0,37,7,0.9,19,6,83,139,640,640,1,1,Mixed_Breed,0
5300,2,1,1,7,0,0,2,1,1,1,2,1,0,41326,0,1,0.186111111,1,0,0,47,5,1.4,10,13,50,147,640,640,0,1,Mixed_Breed,0
5301,2,0,1,2,6,0,2,1,2,2,2,1,0,41401,0,5,0.360757576,1,0,0,27,2,2.2,50,57,79,139,300,400,0,1,Mixed_Breed,0
5302,1,2,1,6,7,0,1,3,1,1,1,1,0,41401,0,2,0.525,1,0,0,38,9,-0.3,20,13,36,159,333,333,0,0,Shih_Tzu,8
5303,2,0,2,1,2,7,2,2,2,1,2,1,5,41401,0,3,0.184831124,1,0,0,238,49,5.8,27,15,105,87,453,480,0,0,Calico,24
5304,2,0,2,1,7,0,2,1,1,1,2,1,0,41401,0,12,0.254166667,1,0,0,62,8,-0.2,113,100,59,140,341,357,1,1,Mixed_Breed,0
5305,1,0,2,5,7,0,2,1,2,2,2,1,0,41326,1,5,0.033950617,1,0,0,155,28,-1.8,50,17,104,131,448,473,0,1,Mixed_Breed,0
5306,1,2,2,5,0,0,1,1,1,1,1,1,0,41401,0,2,0.139393939,1,0,0,43,3,0.6,20,28,72,145,480,480,0,1,Poodle__Mixed_Breed,135
5307,1,2,1,3,4,7,2,2,3,3,3,1,0,41326,0,2,0.443939394,1,0,0,146,31,1.3,19,14,107,173,300,400,1,1,Mixed_Breed__Labrador_Retriever,11
5308,1,1,2,7,0,0,2,1,1,1,1,1,0,41326,1,1,0.327840909,1,0,0,48,12,1.2,7,51,55,147,270,480,0,1,Mixed_Breed,0
5309,2,0,2,3,7,0,1,1,2,2,2,1,0,41401,0,1,0.89,1,0,0,8,2,0.9,10,12,102,85,640,640,1,1,Mixed_Breed,0
5310,1,0,2,1,2,0,1,1,1,1,2,1,0,41326,0,6,0.183708333,1,0,0,179,30,3.7,47,22,78,114,427,462,1,1,Mixed_Breed,0
5311,2,1,2,1,2,7,2,1,2,2,1,1,0,41326,0,6,0.427462121,1,0,0,82,15,1.3,59,45,73,130,361,480,1,0,American_Wirehair,179
5312,2,2,2,2,5,0,2,1,1,1,1,1,10,41401,0,3,0.168290043,1,0.1,1,211,38,2.78E-17,29,29,42,142,640,360,1,1,Mixed_Breed,0
5313,1,0,2,1,2,0,3,1,1,1,2,1,0,41326,0,1,0.332738095,1,0,0,29,4,2.1,10,20,109,132,640,360,1,1,Mixed_Breed,0
5314,1,2,2,1,7,0,2,1,1,1,1,1,8,41326,0,1,0.27,1,0,0,45,11,0.6,9,106,32,119,360,480,1,1,Mixed_Breed,0
5315,2,0,2,1,4,7,1,1,1,1,2,1,0,41327,0,5,0.18498645,1,0,0,272,41,2.1,49,28,75,134,527,476,1,1,Mixed_Breed,0
5316,2,0,2,1,3,5,1,1,2,1,2,1,0,41326,0,10,0.139772727,1,0,0,38,8,1.2,98,15,100,110,384,480,0,1,Tortoiseshell__Mixed_Breed,158
5317,1,0,2,2,5,7,2,2,2,1,2,1,0,41326,0,4,0.55,1,0,0,35,7,2.4,37,58,67,112,300,400,0,1,Mixed_Breed,0
5318,2,0,1,1,7,0,1,2,2,2,2,1,0,41401,0,4,0.1625,1,0,0,20,6,0.5,39,39,55,119,360,480,0,1,Mixed_Breed,0
5319,1,2,1,2,0,0,2,1,1,1,1,1,0,41401,0,1,0.208333333,1,0,0,14,3,0.8,10,16,107,146,400,300,1,1,Mixed_Breed,0
5320,2,0,2,5,7,0,1,1,2,1,2,1,0,41401,0,1,0.208236208,1,0,0,132,15,3.8,10,25,45,138,261,400,0,1,Mixed_Breed,0
5321,1,2,1,1,2,0,3,1,1,1,1,1,0,41326,0,3,0.158670034,1,0,0,87,14,1.1,27,27,128,87,333,366,0,0,Rottweiler,6
5322,1,2,1,6,7,0,1,2,3,3,1,1,0,41326,0,10,0.175,1,0,0,54,11,-0.6,99,67,45,114,380,320,1,0,Schnauzer,16
5323,2,0,1,5,0,0,2,1,1,1,1,1,5,41401,0,12,0.201315789,1,0,0,213,36,2.7,117,39,50,148,616,480,1,1,Mixed_Breed,0
5324,1,2,1,1,2,0,3,1,1,1,2,1,15,41326,0,1,0.022916667,1,0,0,53,12,2.4,10,33,112,108,480,360,0,0,Doberman_Pinscher,27
5325,2,0,2,6,0,0,1,2,2,2,1,1,0,41326,0,1,0.115488215,1,0,0,72,12,-0.1,9,69,140,148,300,400,0,1,Mixed_Breed,0
5326,1,0,1,3,0,0,3,1,1,1,2,1,0,41326,0,4,0.188888889,1,0,0,8,2,0.9,40,18,118,128,400,300,0,1,Mixed_Breed__Labrador_Retriever,11
5327,2,1,1,1,6,7,2,1,1,1,2,1,0,41326,0,1,0.22890404,1,0,0,101,14,3.6,10,14,61,115,400,268,1,1,Mixed_Breed,0
5328,2,1,2,1,4,7,2,2,1,1,2,1,0,41326,0,3,0.10625,1,0,0,23,5,1.8,27,95,50,129,640,360,1,1,Mixed_Breed,0
5329,2,0,1,2,0,0,1,3,1,1,2,1,0,41401,0,1,0.045238095,1,0,0,138,16,2,10,28,46,130,203,360,0,1,Mixed_Breed,0
5330,2,2,2,1,6,7,2,2,1,1,2,1,15,41326,0,2,-0.220833333,-1,0,0,-1,-1,-1,20,79,52,142,400,300,0,1,Mixed_Breed,0
5331,1,0,2,2,5,7,1,1,2,1,2,1,3,41401,0,7,-0.166666667,-1,0,0,41,7,0.1,58,29,90,138,514,398,0,1,Mixed_Breed,0
5332,1,2,1,1,7,0,2,1,1,1,1,2,0,41326,0,4,0.065555556,1,0,0,75,16,1.5,37,20,60,118,203,360,1,0,Dalmatian,166
5333,1,0,2,1,4,0,1,1,1,1,3,1,0,41326,0,1,0.159861111,1,0,0,102,13,1.6,10,15,88,110,300,400,0,1,Mixed_Breed,0
5334,2,0,2,6,7,0,1,2,3,3,3,2,0,41326,0,3,0.0325,1,0,0,40,8,0.9,30,29,46,120,283,341,0,0,Norwegian_Forest_Cat,157
5335,1,1,1,2,7,0,1,1,1,1,1,1,25,41401,0,9,0.629166667,1,0,0,39,7,1.3,82,69,93,144,377,322,1,0,Chihuahua,77
5336,1,1,2,1,0,0,2,1,1,1,1,1,0,41326,0,3,0.308690476,1,0,0,41,6,1.7,30,56,47,116,640,480,1,1,Mixed_Breed,0
5337,2,0,1,1,7,0,2,1,1,1,2,1,1,41326,0,1,0.533333333,1,0,0,21,4,1.8,7,37,36,133,356,480,0,1,Mixed_Breed,0
5338,2,2,1,3,4,5,2,1,1,1,1,1,0,41401,0,2,0.185,1,0,0,66,11,1.4,20,29,105,163,400,300,1,1,Tabby__Mixed_Breed,83
5339,1,0,2,1,2,0,2,2,2,2,2,1,0,41326,0,1,0.4575,1,0,0,39,7,2.5,10,29,78,129,360,480,1,1,Mixed_Breed,0
5340,2,0,2,1,6,7,2,1,2,2,2,1,0,41326,0,5,0.237083333,1,0,0,51,8,1.6,50,24,62,145,324,389,1,0,Tortoiseshell,115
5341,1,0,1,6,7,0,2,2,2,1,2,1,0,41327,0,2,0.226495726,1,0,0,108,24,3.5,18,58,69,171,348,400,0,1,Mixed_Breed,0
5342,1,0,1,1,2,0,2,1,3,3,2,1,0,41326,0,2,0.366666667,1,0,0,17,3,1,18,38,99,136,505,550,1,1,Mixed_Breed,0
5343,1,0,2,1,2,0,1,1,2,2,2,1,10,41326,0,2,0.256818182,1,0,0,55,6,3.1,20,17,85,99,640,480,0,0,Miniature_Pinscher,69
5344,2,0,1,3,4,7,1,1,2,2,2,1,2,41326,1,5,0.164983165,1,0,0,146,16,0.2,45,24,106,132,526,477,0,1,Mixed_Breed,0
5345,1,0,2,7,0,0,1,1,2,2,2,1,0,41326,0,1,0.34,1,0,0,24,3,0.8,10,19,72,103,400,300,0,1,Mixed_Breed,0
5346,2,0,2,6,0,0,1,2,2,2,3,2,0,41326,0,1,0.125,1,0,0,107,12,-0.1,10,31,56,109,400,300,0,1,Mixed_Breed,0
